Id,Probability
1,0.04384367755681937
2,0.039810444805633116
3,0.030300578588379826
4,0.04515257607454809
5,0.05769198821209016
6,0.03400136313060246
7,0.03591315247177074
8,0.035521584898250684
9,0.02798056201183997
10,0.30943917572343715
11,0.029639311205855307
12,0.03131497314218008
13,0.0291285339787105
14,0.04206863232182698
15,0.04030716329014514
16,0.03035307796167168
17,0.03358623245431792
18,0.030531541652492198
19,0.12902206140004868
20,0.05126131725254189
21,0.029171035773418372
22,0.029417159227683128
23,0.028279259974566914
24,0.6344264010362337
25,0.044625483514806344
26,0.029849286406892807
27,0.05884212409388039
28,0.028845979222980305
29,0.037823995828457635
30,0.0303362050522261
31,0.04206758408637488
32,0.028171432504657503
33,0.029678788672993964
34,0.04418871564956251
35,0.2622959474973855
36,0.03887408686594005
37,0.03498834981409227
38,0.02930131645435548
39,0.029403110073236007
40,0.03998268395155421
41,0.2605035183994127
42,0.16080567993164174
43,0.054274307802785644
44,0.02860524368815947
45,0.037100918483915175
46,0.02794882453419884
47,0.02804743956764158
48,0.030219739148737133
49,0.030308727226143847
50,0.03291060132420791
51,0.030776857186375142
52,0.031267925399149424
53,0.02889675365133719
54,0.03999909097446628
55,0.031104428438135552
56,0.04644382337523923
57,0.028743306948381127
58,0.06083840690560592
59,0.053683673395615215
60,0.05034432135780577
61,0.03178593752576311
62,0.02906518457530119
63,0.03075351848462607
64,0.02927692733210771
65,0.031137458296834935
66,0.03191483280182463
67,0.029995149812021893
68,0.062172151044849105
69,0.028643714750261704
70,0.8855998825742276
71,0.030051997460495836
72,0.06755188377183134
73,0.028757427218038038
74,0.08655111413311727
75,0.029911398532306392
76,0.03470977965713193
77,0.046855980119950964
78,0.03587114661144343
79,0.03165640554945425
80,0.03117712323817476
81,0.029522670904116862
82,0.02988821550814014
83,0.0332762378518246
84,0.02900237319980319
85,0.030808675618737236
86,0.02970800471438361
87,0.035985676646802266
88,0.028801999086554127
89,0.033897917942269644
90,0.030286342731426386
91,0.0392062334377791
92,0.03002607778682635
93,0.029642810961245165
94,0.030205626163857885
95,0.02823047179097783
96,0.08610214262740407
97,0.03329563060547842
98,0.04830889713461335
99,0.02970791417166838
100,0.03045992086748505
101,0.041850180090112724
102,0.04564052600410615
103,0.02845678641299771
104,0.040094430621231324
105,0.05410618042893211
106,0.03321701003054759
107,0.33046710186688444
108,0.029642285215665427
109,0.028759084183422316
110,0.030411550552926707
111,0.029648817068514834
112,0.03329128438892801
113,0.03260149435900019
114,0.6529061814764121
115,0.05630764716249956
116,0.029123461980860764
117,0.02805730222967785
118,0.05197940592611548
119,0.02935239256326384
120,0.0290134777842597
121,0.029241852307100986
122,0.04493469761254869
123,0.029378052963805787
124,0.6359317753968236
125,0.028764303206600585
126,0.030414850900240025
127,0.028315889480249067
128,0.030067394912836668
129,0.028386417206933138
130,0.04480487309149296
131,0.03543838121788796
132,0.04519322087630028
133,0.02850611876241835
134,0.05336238362012596
135,0.0754757968370858
136,0.029076839708895724
137,0.10014694370132304
138,0.03559851742285944
139,0.02854945915913791
140,0.02979656306611534
141,0.028483971003345838
142,0.029832803662882528
143,0.02796946133196356
144,0.02997745856260626
145,0.23683499879802017
146,0.02932617485343851
147,0.02839545130059706
148,0.058690832123065376
149,0.02866769079729103
150,0.04126730424644257
151,0.02825862495562313
152,0.02927998343038167
153,0.02839117044561942
154,0.029188140934399226
155,0.030713168036088832
156,0.03095210898883399
157,0.03955431134835102
158,0.02844732797022276
159,0.05912441084056082
160,0.031043871680313726
161,0.02834589079841409
162,0.03080668785685469
163,0.030389812386501333
164,0.04061864996060057
165,0.029353657144986618
166,0.03092393827871952
167,0.8426228026811851
168,0.03221014590363976
169,0.11167353092391104
170,0.0293312041324661
171,0.028340799387463693
172,0.030359205576334144
173,0.030617023283561
174,0.03812451039346211
175,0.0306834916627014
176,0.25715109385904183
177,0.03058915537976181
178,0.05288339644535996
179,0.029443396029335347
180,0.02957235780811665
181,0.0395447599244445
182,0.028907513078745863
183,0.03064874918530845
184,0.029936416650611128
185,0.08128129403819864
186,0.02880431603652252
187,0.028987294289523718
188,0.033126785450098915
189,0.038859509889420586
190,0.03224976955583079
191,0.029454695463736056
192,0.03546506494617547
193,0.029983649579053563
194,0.04551023386762865
195,0.029339388592546173
196,0.033296819982481116
197,0.028540943814845208
198,0.02911695755094946
199,0.0289396284270099
200,0.02891164622264087
201,0.04407330088929133
202,0.03184868723103328
203,0.3800642040858858
204,0.03707008006959192
205,0.030139732464468872
206,0.02858093902330325
207,0.030413195749627767
208,0.0284726903429501
209,0.047132055757722335
210,0.028157051429742123
211,0.05320933021757317
212,0.03197706231701581
213,0.030790879917156667
214,0.028733269918237506
215,0.031219835085018244
216,0.04325308109701912
217,0.02899935081504873
218,0.0486725577140532
219,0.02979602847314013
220,0.02831665396077901
221,0.030715911065575696
222,0.0294733351100776
223,0.02966814511490912
224,0.028943984081647865
225,0.029290419165345857
226,0.05092332271374469
227,0.02948465686237915
228,0.04690119819784496
229,0.0475131224222236
230,0.4294557369918376
231,0.10058058781686932
232,0.029385113026182803
233,0.029537566989385425
234,0.029577134907456705
235,0.0281795588216204
236,0.08296371978928585
237,0.04800255876522142
238,0.028047775761372393
239,0.030407953289335488
240,0.030319287332831568
241,0.0408009437063115
242,0.029652384107756266
243,0.028676963997888494
244,0.03152519614157438
245,0.04821360887398355
246,0.02993052811000132
247,0.03594604567862997
248,0.028424194886988104
249,0.030061572312376186
250,0.20683795436999663
251,0.034431989647996854
252,0.1541628261667509
253,0.02824492357523898
254,0.04955030702204026
255,0.02783486463012781
256,0.028536309837665867
257,0.03346760309738331
258,0.1326245073188191
259,0.037355300612555785
260,0.0716988619108976
261,0.029877153156137436
262,0.030707479787660776
263,0.02830719191731595
264,0.04067171703702189
265,0.046928015016197436
266,0.03088888296544432
267,0.04395543150300958
268,0.03813406391111809
269,0.17851431064574796
270,0.02863623923296637
271,0.03302822177306526
272,0.037453696311919145
273,0.028405302660216798
274,0.02976093882656382
275,0.028995421021924882
276,0.03141075131112316
277,0.029854941255509453
278,0.028899224060312992
279,0.043456987507875584
280,0.031570095278788846
281,0.8071700390200012
282,0.03627577281602411
283,0.03834154034084104
284,0.028944034313339435
285,0.02908728781882443
286,0.02920302493404445
287,0.030111074890720357
288,0.036617563495828016
289,0.05253862319701574
290,0.05002458773227845
291,0.20058607815802365
292,0.0285666040124091
293,0.03523287745950565
294,0.02953666129662104
295,0.028462754082156844
296,0.03216318196949137
297,0.028993882347641078
298,0.032781148424346984
299,0.0280915691073611
300,0.029137248655983345
301,0.045731480025962085
302,0.029034871980408366
303,0.02893965769279453
304,0.029154738634271468
305,0.3609670525059228
306,0.03717057921374308
307,0.027929729594213026
308,0.27515553840663853
309,0.2015188263899159
310,0.029663859908050743
311,0.5227765792975304
312,0.03034844789629712
313,0.14678394363968883
314,0.03437801747300965
315,0.03768067751272605
316,0.04774536328088525
317,0.3065366841644527
318,0.028772199027189055
319,0.02867098312772917
320,0.049018623508391104
321,0.05994492702929813
322,0.030307035848704075
323,0.029137031407486302
324,0.028910003604922036
325,0.045187118674434965
326,0.028990300227209678
327,0.030578748748758475
328,0.029414149093555504
329,0.03174200964886412
330,0.02821456399786658
331,0.03052021934830325
332,0.03031962840234972
333,0.029559982711446758
334,0.032620789297335515
335,0.034883680258479786
336,0.038063451194923
337,0.02998993200971071
338,0.21425983013134006
339,0.03233878250845714
340,0.029264134857356083
341,0.028268818069435275
342,0.029490110768212632
343,0.02978105368823585
344,0.0353229051131372
345,0.030418822095580483
346,0.032139008924078144
347,0.47357829811283497
348,0.05179078810471413
349,0.03072498506479635
350,0.028777012550869317
351,0.042686336590111264
352,0.038399261811174784
353,0.028205675161834053
354,0.06893433719250176
355,0.02928400988180285
356,0.02834289760170024
357,0.828626363610272
358,0.028605608837478085
359,0.03417054490365825
360,0.10940129517787577
361,0.031636725855702215
362,0.02940460648680814
363,0.02842979300682353
364,0.03038422489372767
365,0.08446890007672109
366,0.05287407674542777
367,0.032211722316995976
368,0.04815568939148521
369,0.029509956503444394
370,0.4343036901663017
371,0.02886577588145537
372,0.046991986286502765
373,0.029306064842413517
374,0.02929626854758263
375,0.028896294358367432
376,0.028248700880769122
377,0.03208330849838796
378,0.02843404090706998
379,0.0301652780555149
380,0.03118384136747569
381,0.029224399297300134
382,0.03163005703269338
383,0.03867054092715198
384,0.058657447499853105
385,0.028532876712736983
386,0.028426676730176653
387,0.0283181153644217
388,0.029427686848801766
389,0.03349836424509018
390,0.02972423162887746
391,0.02837443138295137
392,0.028683795354273907
393,0.03044179586083666
394,0.058857054147693766
395,0.02889087872653229
396,0.028392735692411714
397,0.04812746713663109
398,0.06473865938671483
399,0.029138519353220295
400,0.031160449153260463
401,0.028912791944260118
402,0.028227756257629754
403,0.03144141565163123
404,0.027984134332290016
405,0.9147030593939424
406,0.8901714020870288
407,0.031488150429536586
408,0.045457409460228776
409,0.031741053602925146
410,0.03040792983655442
411,0.03216202740735264
412,0.036845679052053916
413,0.060479627300342266
414,0.02954977959344211
415,0.028983705142774967
416,0.10786249521609066
417,0.06508969764018158
418,0.04017116113929376
419,0.029937175475727138
420,0.030799004789470865
421,0.03002642394166798
422,0.02865053189924317
423,0.034085593678168005
424,0.029118778316775284
425,0.028371463477280725
426,0.028980279470993135
427,0.03216584460539761
428,0.029976375474332413
429,0.056171742647966094
430,0.029045303210133558
431,0.1646789782384878
432,0.02833007346117987
433,0.029872350479804938
434,0.029530240138461967
435,0.032077985397195134
436,0.03416845090178176
437,0.04388426971222447
438,0.0657669610633778
439,0.028986442622464144
440,0.03465984825765753
441,0.030360127213886326
442,0.03293870746071914
443,0.03882178819075138
444,0.028232957951625462
445,0.03645237910696714
446,0.23284300669134106
447,0.0296197210943668
448,0.05787817775208065
449,0.04050588150850518
450,0.02878103228253331
451,0.032020574066054214
452,0.02820859089611696
453,0.05942679959113332
454,0.029765430525457735
455,0.043712019187771976
456,0.03268801438202423
457,0.04042769024242936
458,0.029069707416323202
459,0.04632182104001904
460,0.02968556049177903
461,0.030145494404112034
462,0.04049915109855649
463,0.02990922123594008
464,0.04367751118992325
465,0.03561235043967661
466,0.028372183068504867
467,0.029138472675949136
468,0.030439048227631174
469,0.029343262616447666
470,0.09687022130928173
471,0.028106373116858284
472,0.029170762431294482
473,0.22223752466754035
474,0.03588368325250073
475,0.029677081363770962
476,0.02954936198322791
477,0.02819210546216607
478,0.029473864262072692
479,0.032859805734938394
480,0.029524667975632714
481,0.04933156229711555
482,0.028468917871732075
483,0.03869996247144217
484,0.037051580295061844
485,0.02796016751177945
486,0.1338738914975586
487,0.03695772086674266
488,0.04329880465445693
489,0.0611038062807731
490,0.03863993574434981
491,0.02911306889849235
492,0.03225724850033251
493,0.4420841189103762
494,0.028996456774536793
495,0.1297286718046595
496,0.0296602128380632
497,0.030025345199296824
498,0.029521951960354148
499,0.04911607382268926
500,0.02825545842050184
501,0.03037473162248816
502,0.029212047284995574
503,0.03322045025040028
504,0.030378129001089195
505,0.028459235966392528
506,0.0944831975671872
507,0.03777084194848728
508,0.02832866917175557
509,0.02843748730575607
510,0.02971404372171347
511,0.029887315599500922
512,0.13448584915591064
513,0.038012990439287575
514,0.03121849189117682
515,0.030146019583102545
516,0.274885718870047
517,0.0289054466479965
518,0.029744610563016635
519,0.028442597923940147
520,0.029734470481556627
521,0.0282940706971965
522,0.028794771274559827
523,0.0536414097061712
524,0.03403228209659856
525,0.04097360687412618
526,0.4993721598315897
527,0.0649143015714907
528,0.029015508078695164
529,0.09846576415793862
530,0.02993153036843378
531,0.028518775458630966
532,0.028233212973325705
533,0.029683171083601308
534,0.027967323371154793
535,0.029346047076334834
536,0.0281680684345075
537,0.02968285782969918
538,0.045711175210170776
539,0.030762433482815276
540,0.028369749734969904
541,0.030665373143795693
542,0.03218270439127498
543,0.043553221021340786
544,0.06919403249120708
545,0.03171649888273632
546,0.02888417918674908
547,0.03692621162304703
548,0.028342281652121076
549,0.028444974086321784
550,0.06554577794114355
551,0.1596801077611157
552,0.06406199721904257
553,0.02903516777902695
554,0.02886866713313057
555,0.053014859267297904
556,0.030166565505743672
557,0.03140780053719622
558,0.03190810263894975
559,0.05050152984446279
560,0.037163886398881435
561,0.027926188956737118
562,0.029217142361688975
563,0.047967708973402606
564,0.0350819236464409
565,0.04581524441926732
566,0.02900186704197948
567,0.028747222871333872
568,0.0335901802889931
569,0.4374739863374039
570,0.03637300089924271
571,0.06608747111940307
572,0.03164521036991366
573,0.030237531706371334
574,0.04208593793680901
575,0.03922278773467397
576,0.02815176261498057
577,0.04092963684565733
578,0.028858080266949863
579,0.05705258647552804
580,0.02856983886813117
581,0.02934213225113389
582,0.030772057705727524
583,0.028649837516094026
584,0.031488095502545374
585,0.035757385159767764
586,0.02863802849331667
587,0.030303139682734372
588,0.04224423616497593
589,0.02977734933804605
590,0.030016742820947465
591,0.07476004985904407
592,0.029817333398855218
593,0.030296782995873867
594,0.03082911125452166
595,0.09407273955244423
596,0.029977600618052113
597,0.029887420016272197
598,0.03163211411089305
599,0.03256467420848567
600,0.029176553652348673
601,0.028714214800197226
602,0.03664643320903336
603,0.02964042603420459
604,0.029153329254078264
605,0.06085442570412864
606,0.029067763225648923
607,0.050485776718928656
608,0.032203262785073974
609,0.15868268591553225
610,0.03091685699138406
611,0.037693098665765784
612,0.028077038239334995
613,0.02837612749137743
614,0.03246941573227848
615,0.030494639998307295
616,0.02854338465953985
617,0.04853073668215746
618,0.02894692456235008
619,0.029778178794174576
620,0.030837514257748073
621,0.02814968635942348
622,0.03509003292063748
623,0.03158437292517181
624,0.034856580416344235
625,0.047490129442808796
626,0.7321973858549667
627,0.042183990479289
628,0.030109581600253413
629,0.02839854723229196
630,0.09176333678939395
631,0.028808677129223595
632,0.030890703633344153
633,0.02803955980182388
634,0.03453914368216105
635,0.04405477764114718
636,0.027928371411873522
637,0.028893415369708474
638,0.030517387929380597
639,0.04497593169042857
640,0.02841452649841753
641,0.028821139554032666
642,0.2700920494360961
643,0.05896015496177351
644,0.6501125034530909
645,0.05018202363599864
646,0.15578741750914113
647,0.029650798378393163
648,0.06462430426356895
649,0.028684619585641728
650,0.0297330285353686
651,0.2095507737026795
652,0.029432220018047902
653,0.042330945879838405
654,0.5997667514593304
655,0.02975430256177055
656,0.032854056651643385
657,0.02954918327554064
658,0.028975084339617416
659,0.0502245396188804
660,0.09768439879763949
661,0.033184812295524245
662,0.16065784454300144
663,0.0741083627774444
664,0.05870448265716077
665,0.604269638966603
666,0.028217749083350716
667,0.030266677506484436
668,0.05083448092935902
669,0.4013395979292499
670,0.03544093741767164
671,0.028528416076472454
672,0.04874172415496491
673,0.03391361750753592
674,0.028147479679150614
675,0.48620763485688334
676,0.09086728856972148
677,0.03181722107745751
678,0.033943098677219355
679,0.03399021488743526
680,0.10083159796655737
681,0.0379490441058687
682,0.02960669444606095
683,0.03911426207027561
684,0.030333860741632808
685,0.054311615553051196
686,0.028418965900522924
687,0.028673155404710604
688,0.028462382114581287
689,0.06995420318971468
690,0.030339751348962597
691,0.0367231390942344
692,0.3907170929906215
693,0.03198934888141943
694,0.032754795157013
695,0.03425736223080758
696,0.030194191001479583
697,0.028041835307947714
698,0.03361978368601063
699,0.12032977559131054
700,0.029189987568845534
701,0.028837293870494978
702,0.15633205372276623
703,0.053250965746806884
704,0.2847860472562267
705,0.031990214321840724
706,0.029006132117110405
707,0.03300122888985438
708,0.02943904613312496
709,0.031354273731398104
710,0.028848183527615947
711,0.04005586736969973
712,0.08954112174006107
713,0.03038781597601848
714,0.028818612959724488
715,0.029775129584018144
716,0.4878002894845459
717,0.028954503475745033
718,0.03723375917715954
719,0.03205543819668731
720,0.028599116288425593
721,0.028328439343905446
722,0.031041312950894483
723,0.040672802397540044
724,0.02917118300605447
725,0.10771036232546596
726,0.02978406242041862
727,0.0298656985272457
728,0.03443076202059595
729,0.04388868001040597
730,0.5835176804403459
731,0.029694054171846902
732,0.03417303269944546
733,0.028166279923836985
734,0.02962521751586849
735,0.045456841026981505
736,0.030843210618317875
737,0.0362042237625501
738,0.055607092010987215
739,0.02918730242531771
740,0.028510114883202816
741,0.02976181917492173
742,0.02960367026229808
743,0.0361571400316045
744,0.02955383806464911
745,0.029264210702042368
746,0.038400218851828365
747,0.028879217504396933
748,0.033979712834628265
749,0.032136725608871104
750,0.04100766342966151
